ID;Ciudad;Estrato;Edad;Sexo;Estado Civil;Educación;Religión;Hijos;N° Hijos;Ocupación;Ingresos;¿Cuántas personas viven en su casa, incluido usted?;Café instantáneo;Margarina;Café molido;Carnes frías;Chocolate en pastilla;Calzado Deportivo;Jugos;Aguaembotellada;Gaseosas;Bebidasachocolatadasinstantánea;Ron;Cervezas;Cigarrillos;Aguardiente;Whisky;Vodka;Jabones para el cuerpo;Cremas faciales;Cremas corporales;Jabones faciales;Champú;Cremas de afeitar;Pañales para adultos;Pañales para niños;Tampones;Protectores diarios;Toallas higiénicas;Protector solar;Ropa Casual;Desodorantes;Preservativos;Vehículos;Ropa Deportiva;Calzado Casual;Reproductores de Audio Portátiles (mp3/mp4);Equipos Celulares;Computadores;Siento que la publicidad ha invadido todos mis espacios;Utilizo frases de comerciales para expresarme ;Cuando hay una campaña publicitaria que me llama la atención suelo comentarlo con mis amigos;Creo que la publicidad produce una exageración en el consumo de productos;Creo que la publicidad impone modas;Hay publicidad que me ha cambiado la forma de pensar respecto a situaciones de la vida;Creo que la publicidad impone modelos de belleza ;Creo que cualquier persona puede hacer publicidad ;Suelo cantar las canciones de los comerciales;Confío en lo que las empresas prometen a través de la publicidad.;Si aparece una persona famosa en un comercial, me da más confianza el producto.;Me parece que la publicidad exagera todo.;Cuando me gusta un comercial, me intereso más por el producto que ofrece;Sólo compro productos de marcas que hacen publicidad;La publicidad colombiana no invita a comprar
1224;Ciudad 2;3;25 - 34;Femenino;Separado(a);Pregrado;1.   Católico;Con Hijos;3;2.   Trabaja independientemente (informal);$ 1´001.000 -- $ 2,000.000;4;nr;la fina;sello rojo;zenu;corona;reebok;cifrut;brisa;cocacola;;santafe;aguila;;nectar;chivas;;rexona;yanbal;yanbal;j&j;pantene;nr;nr;nr;nr;nr;nosotras;yanbal;sueño rosa;yanbal;today;renault;armi;aquiles;nr;samsung;lg;3;1;4;2;4;4;4;4;2;4;2;4;4;2;2
1225;Ciudad 2;3;25 - 34;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;4;nr;la fina;nr;nr;corona;nr;;;cocacola;chocolisto;;;;;;;protex;lebel;nr;nr;pantene;nr;nr;nr;nr;nr;nosotras;nr;nr;nr;nr;nr;nr;nr;nr;motorola;nr;4;3;3;5;5;3;4;3;2;2;4;3;3;2;2
1226;Ciudad 2;3;25 - 34;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;5;nr;nr;nr;nr;nr;new balance;;;cocacola;;viejodecaldas;costeña;mustang;antioqueño;oldparr;absolut;nr;nr;nr;nr;nr;gillette;nr;winny;nr;nosotras;nosotras;nr;nr;gillete;nr;nr;adidas;nr;nr;nokia;nr;3;4;5;3;5;4;4;1;1;2;4;3;4;4;4
1227;Ciudad 2;3;25 - 34;Masculino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;3;2.   Trabaja independientemente (informal);Menos de  $ 500.000;4;nescafe;la buena;sello rojo;rica;sol;puma;;;cocacola;;viejodecaldas;poker;;antioqueño;;;rexona;ponds;vasenol;nr;ego;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;motorola;nr;3;3;3;3;2;4;4;4;3;3;3;4;4;2;3
1228;Ciudad 2;3;25 - 34;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;3;nescafe;nr;sello rojo;zenu;sol;nr;hit;brisa;cocacola;;santafe;poker;mustang;;;;protex;ponds;nr;nr;savital;nr;nr;nr;nr;nosotras;nosotras;nr;nr;lady speed stick;today;nr;nr;nr;nr;nr;nr;3;1;3;5;4;3;3;3;3;3;2;3;2;2;3
1229;Ciudad 2;3;25 - 34;Femenino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;$ 501.000 -- $ 1´000.000;3;nr;campi;sello rojo;ranchera;sol;nr;;;postobon;;;costeña;kool;nectarazul;grants;;palmolive;nivea;nivea;palmolive;pantene;nr;nr;nr;nr;stayfree;kotex;nr;nr;lady speed stick;nr;nr;nr;nr;nr;samsung;nr;4;2;5;4;5;3;5;1;4;1;2;5;2;1;2
1230;Ciudad 2;3;25 - 34;Masculino;Unión Libre;Pregrado;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;8;sello rojo;premier;nr;zenu;nr;spring step;hit;brisa;;milo;viejodecaldas;costeña;belmont;antioqueño;buchannans;;nr;nr;nr;neko;h&s;gillette;nr;pequeñin;ob;nosotras;nosotras;nr;nr;gillete;nr;nr;otras;spring step;nr;motorola;samsung;2;2;4;4;5;3;4;4;2;2;2;4;4;2;2
1231;Ciudad 2;3;25 - 34;Femenino;Separado(a);Bachillerato;1.   Católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;1;nr;nr;nr;nr;nr;nr;tuttifrutti;manantial;;;;aguilalight;;;;;lux;nr;nr;nr;h&s;nr;nr;nr;nr;nr;nr;nr;nr;balance;duo;nr;nr;nr;nr;nokia;samsung;2;2;4;5;4;2;1;4;1;1;1;4;1;1;1
1232;Ciudad 2;3;25 - 34;Masculino;Soltero(a);Pregrado;2.   Cristiano no católico;Sin Hijos;0;2.   Trabaja independientemente (informal);Menos de  $ 500.000;4;nr;la fina;sello rojo;suizo;corona;nr;tuttifrutti;brisa;cocacola;milo;;;;;;;palmolive;nivea;nivea;protex;pantene;avon;nr;nr;nr;nosotras;nosotras;nr;nr;rexona;today;nr;nr;nr;ipod;sony ericsson;compaq;2;2;4;4;4;2;4;4;4;4;2;4;5;4;2
1233;Ciudad 2;3;25 - 34;Femenino;Casado(a);Pregrado;2.   Cristiano no católico;Con Hijos;2;2.   Trabaja independientemente (informal);$ 1´001.000 -- $ 2,000.000;4;colcafe;la buena;sello rojo;rica;corona;nr;hit;cristal;postobon;chocolisto;;;;;;;protex;avon;avon;neko;avon;gillette;nr;nr;nr;kotex;kotex;sundown;nr;avon;today;nr;nr;nr;sony;sony ericsson;compaq;4;2;4;4;4;2;4;4;2;2;3;4;3;2;2
1234;Ciudad 2;3;25 - 34;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;1;colcafe;nr;nr;nr;nr;adidas;;;cocacola;;;aguila;;;;;protex;nr;vasenol;nr;nr;gillette;nr;nr;nr;nr;nr;nr;nr;obao;nr;nr;nr;nr;nr;motorola;nr;2;2;2;2;2;2;2;4;2;2;2;4;2;2;3
1235;Ciudad 2;3;25 - 34;Femenino;Soltero(a);Pregrado;2.   Cristiano no católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 1´001.000 -- $ 2,000.000;4;nestlé;campi;nr;nr;nr;adidas;;;;;;;;;;;palmolive;esika;esika;nr;clear;nr;nr;nr;nr;kotex;nosotras;yanbal;armi;esika;nr;nr;leonisa;bata;nr;samsung;compaq;1;2;4;5;4;2;4;4;3;2;2;4;2;2;2
1236;Ciudad 2;3;35 - 44;Masculino;Unión Libre;Pregrado;1.   Católico;Con Hijos;3;3.   Empresario o Contratista;$ 501.000 -- $ 1´000.000;6;colcafe;la buena;nr;nr;nr;nr;hit;cristal;;;;;;;;;lux;nivea;nr;nr;ego;nr;nr;nr;nr;nr;nosotras;nude;nr;nr;today;nr;nr;nr;nr;nokia;dell;5;4;3;5;5;1;5;4;1;2;1;5;1;1;3
1237;Ciudad 2;3;35 - 44;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;3.   Empresario o Contratista;$ 501.000 -- $ 1´000.000;3;nr;rama;nr;nr;nacional de chocolates;nr;tuttifrutti;;postobon;;;;;;;;protex;nr;nivea;nr;pantene;nr;nr;nr;nr;kotex;nosotras;nr;nr;nivea;nr;nr;nr;nr;nr;nokia;nr;4;3;4;4;4;2;4;2;3;2;2;4;4;2;2
1238;Ciudad 2;3;35 - 44;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;4;sello rojo;la fina;nr;nr;corona;nr;tuttifrutti;oasis;postobon;nesquick;;aguila;;nectar;;;rexona;nr;nr;nr;h&s;nr;nr;huggies;nr;nr;nr;sundown;nr;speed stick;nr;nr;nr;nr;nr;nokia;nr;5;2;5;5;5;2;5;4;4;1;1;5;4;4;1
1239;Ciudad 2;3;35 - 44;Masculino;Casado(a);Pregrado;2.   Cristiano no católico;Con Hijos;2;3.   Empresario o Contratista;$ 1´001.000 -- $ 2,000.000;4;nescafe;la fina;nr;nr;la especial;reebok;;;cocacola;;;;;;;;protex;nr;acid mantle;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;gillete;nr;nr;nr;nr;nr;motorola;nr;3;1;3;4;4;1;5;3;2;1;1;5;4;1;1
1240;Ciudad 2;3;35 - 44;Femenino;Casado(a);Posgrado;1.   Católico;Con Hijos;2;2.   Trabaja independientemente (informal);$ 1´001.000 -- $ 2,000.000;4;colcafe;campi;nr;nr;corona;adidas;delvalle;brisa;cocacola;;;;;;;;protex;nr;vasenol;nr;h&s;nr;nr;huggies;nr;nosotras;nosotras;j&j;adidas;nr;nr;nr;nr;nr;nr;nr;compaq;1;1;4;1;4;4;4;2;2;2;2;2;4;2;2
1241;Ciudad 2;3;35 - 44;Femenino;Soltero(a);Posgrado;1.   Católico;Con Hijos;1;6.   Estudia y trabaja;$ 1´001.000 -- $ 2,000.000;1;nescafe;la fina;nr;nr;nr;nr;;;;;;;;;;;palmolive;nr;avon;nr;konzil;nr;nr;nr;nr;nosotras;nosotras;nr;nr;lady speed stick;nr;nr;armi;nr;nr;nr;accer;3;1;4;1;5;4;4;3;3;3;1;3;1;1;1
1242;Ciudad 2;3;35 - 44;Masculino;Unión Libre;Primaria;1.   Católico;Con Hijos;3;7.   Busca empleo;No poseo ingresos propios;3;colcafe;campi;otras;nr;nr;nr;;;;;;;;;;;rexona;nr;nr;nr;otras;nr;nr;nr;nr;nr;nr;nr;nr;yodora;nr;nr;nr;nr;nr;nokia;nr;4;2;4;4;4;2;4;4;2;2;2;4;2;2;2
1243;Ciudad 2;3;35 - 44;Masculino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;4;dolca;la fina;sello rojo;rica;sol;nike;hit;brisa;spitre;;santafe;aguila;delta;nectar;;;protex;nivea;nr;nr;h&s;nr;nr;huggies;nr;stayfree;stayfree;nr;otras;gillete;aroma;mazda;adidas;nr;nr;nokia;compaq;2;1;4;4;4;2;4;4;4;4;2;4;2;2;4
1244;Ciudad 2;3;35 - 44;Masculino;Casado(a);Bachillerato;2.   Cristiano no católico;Con Hijos;2;2.   Trabaja independientemente (informal);$ 2,001.000 -- $ 3,000.000;10;nr;nr;nr;nr;nr;nike;alpina;postobon;cocacola;;santafe;costeña;;;buchannans;;protex;nr;nr;nr;ego;otras;nr;nr;nr;nr;nr;nr;nr;nr;nr;chevrolet;nike;corona;nr;nokia;toshiba;2;2;4;4;4;4;4;4;1;3;2;4;2;2;2
1245;Ciudad 2;3;35 - 44;Masculino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;8;nr;nr;nr;nr;nr;brahma;otras;;;;;poker;;;;;palmolive;nr;nr;nr;j&j;nr;nr;nr;nr;nr;nr;tanga;armi;rexona;nr;lada;otras;nr;sony;motorola;nr;5;2;1;4;4;2;4;4;2;2;2;4;2;2;5
1246;Ciudad 2;3;35 - 44;Femenino;Casado(a);Bachillerato;2.   Cristiano no católico;Con Hijos;3;2.   Trabaja independientemente (informal);$ 1´001.000 -- $ 2,000.000;5;nr;premier;nr;zenu;nr;spring step;;;cocacola;nucita;;;;;;;nr;lebel;yanbal;ebel;ebel;lebel;nr;nr;nr;nr;nosotras;ebel;nr;lebel;nr;nr;nr;spring step;nr;nr;nr;3;2;5;5;5;3;5;5;1;2;4;3;4;1;1
1247;Ciudad 2;3;35 - 44;Masculino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;1;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;3;nescafe;rama;sello rojo;nr;luker;nr;hit;brisa;postobon;milo;;poker;;antioqueño;;;j&j;j&j;j&j;j&j;ego;gillette;nr;nr;nr;nosotras;nosotras;sundown;nr;axe;today;chevrolet;nr;nr;nr;sony ericsson;nr;5;4;4;4;4;4;2;2;2;2;5;4;4;2;2
1248;Ciudad 2;3;45 - 54;Masculino;Casado(a);Bachillerato;2.   Cristiano no católico;Con Hijos;4;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;7;nr;nr;sello rojo;nr;corona;nr;;;;;;;;;;;palmolive;nr;nr;nr;pantene;gillette;nr;nr;nr;nr;nr;nr;nr;gillete;nr;nr;nr;nr;nr;nokia;nr;5;2;2;5;4;2;4;2;2;1;1;5;2;2;2
1249;Ciudad 2;3;45 - 54;Masculino;Unión Libre;Bachillerato;2.   Cristiano no católico;Con Hijos;3;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;6;colcafe;rama;sello rojo;nr;sol;nr;;;;;;aguila;;nectar;;;palmolive;nr;nr;nr;nr;nr;nr;nr;nr;nosotras;nosotras;nr;nr;rexona;nr;nr;nr;nr;nr;sony ericsson;hewlett packard;4;2;4;4;4;2;2;4;3;2;2;4;2;2;2
1250;Ciudad 2;3;45 - 54;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;3;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;4;nescafe;rama;lukafe;rica;sol;nr;;;;;;;;;;;nr;nr;nr;nr;sedal;nr;nr;winny;nr;nosotras;nosotras;nr;nr;balance;rosetex;nr;nr;nr;nr;nr;nr;4;2;2;4;4;4;4;4;2;2;2;5;2;2;2
1251;Ciudad 2;3;45 - 54;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;2.   Trabaja independientemente (informal);$ 2,001.000 -- $ 3,000.000;4;nr;rama;la bastilla;zenu;corona;nr;;brisa;cocacola;;;;;;;;j&j;nr;avon;avon;marcel france;gillette;nr;nr;carefree;stayfree;stayfree;j&j;nr;avon;today;nr;adidas;nr;nr;nr;hewlett packard;2;2;4;2;4;4;4;2;4;4;2;4;4;1;2
1252;Ciudad 2;3;45 - 54;Masculino;Unión Libre;Bachillerato;7.   Ninguna;Con Hijos;3;2.   Trabaja independientemente (informal);Menos de  $ 500.000;2;nr;la fina;nr;nr;luker;nr;cifrut;;;milo;;;;;;;lux;nr;j&j;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nokia;compaq;4;2;2;4;4;2;4;4;2;1;2;4;2;2;2
1253;Ciudad 2;3;45 - 54;Femenino;Separado(a);Bachillerato;2.   Cristiano no católico;Con Hijos;3;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;3;nescafe;nr;aguila roja;zenu;corona;nr;;oasis;cocacola;;;aguila;;;;;protex;esika;esika;nr;j&j;nr;nr;nr;nr;nosotras;nosotras;nr;nr;otras;nr;nr;nr;nr;nr;nokia;nr;5;1;4;5;5;2;5;2;3;1;2;5;4;3;1
1254;Ciudad 2;3;45 - 54;Masculino;Separado(a);Pregrado;2.   Cristiano no católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;2;nescafe;nr;sello rojo;nr;corona;nr;delvalle;;;chocolisto;;aguila;kool;antioqueño;buchannans;;j&j;lubriderm;nr;nr;otras;nr;nr;nr;nr;nr;nr;nr;nr;amway;nr;renault;nr;nr;nr;nokia;dell;1;1;3;4;4;3;4;2;1;2;1;3;1;2;3
1255;Ciudad 2;3;45 - 54;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;3;nescafe;la fina;sello rojo;ranchera;sol;nr;;;;;;;;;;;dorado;otras;milk;j&j;recamier;nr;nr;pequeñin;nr;nr;nr;nr;nr;esika;nr;nr;nr;nr;nr;nokia;nr;3;2;5;2;5;5;5;2;1;4;2;2;4;3;2
1256;Ciudad 2;3;45 - 54;Femenino;Soltero(a);Posgrado;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;2;nescafe;nr;sello rojo;pietran;nr;cualquiera;naturales;;;;tresesquinas;;;;grants;;protex;nivea;nr;nr;marcel france;nr;nr;nr;nr;nr;nosotras;solar;cualquiera/generica;speed stick;nr;nr;cualquiera/generica;cualquiera;nr;nokia;hewlett packard;2;4;2;5;4;2;3;2;3;2;4;3;4;2;3
1257;Ciudad 2;3;45 - 54;Femenino;Soltero(a);Técnico / Tecnológico;1.   Católico;Con Hijos;2;6.   Estudia y trabaja;$ 1´001.000 -- $ 2,000.000;1;nescafe;nr;aguila roja;nr;sol;puma;alpina;cristal;;;;;;;;;neko;ponds;capibell;dove;pantene;nr;nr;nr;nr;nosotras;nosotras;nivea;nr;bond street;nr;skoda;nr;nr;otras;nokia;nr;3;3;4;3;5;3;5;1;2;3;3;3;3;1;3
1258;Ciudad 2;3;45 - 54;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;4;nr;nr;la bastilla;nr;corona;nr;;;;;;;;;;;dorado;nr;nr;nr;anua;nr;nr;nr;nr;nr;nr;nr;nr;elizabeth arden;nr;nr;nr;nr;nr;nr;compaq;2;1;5;5;5;1;5;1;3;1;1;5;1;1;1
1259;Ciudad 2;3;45 - 54;Masculino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;2.   Trabaja independientemente (informal);$ 2,001.000 -- $ 3,000.000;3;colcafe;Otras;nr;zenu;corona;nr;hit;cristal;cocacola;chocolisto;viejodecaldas;costeña;belmont;nectar;;;palmolive;nr;multicrem;nr;nr;nr;nr;nr;nr;nr;kotex;nr;nr;yarley;nr;renault;nr;corona;nr;nokia;nr;4;3;4;4;4;4;4;2;3;4;3;4;2;2;2
1260;Ciudad 2;3;45 - 54;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;3;2.   Trabaja independientemente (informal);Menos de  $ 500.000;9;colcafe;dagusto;aguila roja;zenu;la especial;nr;tampico;oasis;cocacola;chocolisto;santafe;poker;belmont;nectar;;;nivea;ponds;nivea;nr;h&s;nr;nr;pequeñin;nr;nosotras;nosotras;nr;armi;lady speed stick;nr;nr;gef;spring step;nr;motorola;compaq;5;3;3;1;1;5;1;5;3;4;2;5;1;2;2
1261;Ciudad 2;3;45 - 54;Femenino;Separado(a);Bachillerato;4.   Budista;Con Hijos;6;2.   Trabaja independientemente (informal);Menos de  $ 500.000;1;nr;nr;nr;nr;diana;nr;;;;;;;;;;;protex;ponds;nr;nr;otras;nr;nr;nr;nr;nosotras;nr;umbrella;nr;speed stick;nr;nr;nr;nr;nr;nr;nr;2;2;4;4;4;2;4;3;3;3;2;4;4;2;3
1262;Ciudad 2;3;45 - 54;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;2;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;3;dolca;nr;nr;nr;diana;nr;hit;;;;;;;;;;juno;nr;nr;nr;sedal;nr;nr;nr;nr;nr;nr;nr;nr;avon;nr;mazda;nr;fiorenzi;nr;nokia;dell;1;1;1;4;5;1;4;4;1;2;1;5;4;1;2
1263;Ciudad 2;3;45 - 54;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;2;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;3;nr;rama;nr;zenu;luker;croydon;alpina;oasis;bigcola;;viejodecaldas;;;nectarverde;;absolut;carey;ponds;lubriderm;nr;dove;nr;nr;nr;nr;nosotras;nr;nr;nr;lady speed stick;nr;nr;nr;nr;nr;nr;nr;5;3;2;5;1;3;1;4;4;2;1;3;4;1;2
1264;Ciudad 2;3;45 - 54;Masculino;Unión Libre;Técnico / Tecnológico;1.   Católico;Con Hijos;3;2.   Trabaja independientemente (informal);$ 1´001.000 -- $ 2,000.000;4;nr;nr;sello rojo;suizo;sol;nr;otras;;spitre;;;aguila;;nectarverde;;;palmolive;nr;lubriderm;nr;ego;gillette;nr;nr;nr;nr;nr;nr;nr;balance;nr;mazda;nr;nr;nr;sony ericsson;compaq;3;2;4;4;4;2;4;4;2;4;2;4;1;2;1
1265;Ciudad 2;3;45 - 54;Masculino;Casado(a);Posgrado;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;3;colcafe;nr;nr;pietran;diana;nr;naturales;manantial;ponymalta;;;aguila;;nectarazul;;;j&j;nr;nr;nr;pantene;gillette;nr;nr;nr;nr;nr;nr;arturo calle;rexona;nr;nr;nr;nr;nr;nokia;clones;3;1;1;3;4;1;4;2;1;1;1;3;2;1;2
1266;Ciudad 2;3;45 - 54;Femenino;Casado(a);Posgrado;2.   Cristiano no católico;Con Hijos;1;3.   Empresario o Contratista;$ 1´001.000 -- $ 2,000.000;3;nr;la fina;nr;zenu;diana;nr;;;cocacola;chocolisto;;;;;;;le sancy;avon;avon;nr;avon;nr;nr;nr;nr;nr;nosotras;nr;cualquiera/generica;avon;nr;nr;cualquiera/generica;spring step;nr;nokia;dell;4;3;3;3;4;3;4;3;3;2;3;1;4;1;3
1267;Ciudad 2;3;45 - 54;Masculino;Casado(a);Posgrado;1.   Católico;Con Hijos;1;3.   Empresario o Contratista;$ 501.000 -- $ 1´000.000;1;nescafe;campi;sello rojo;zenu;corona;nr;;manantial;postobon;chocolisto;;poker;;nectar;chivas;;le sancy;nr;nr;nr;ego;gillette;nr;nr;nr;nr;nr;sundown;pat primo;nr;nr;chevrolet;adidas;nr;nr;nokia;dell;5;1;3;4;5;1;5;2;2;2;2;4;2;2;2
1268;Ciudad 2;3;45 - 54;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;2.   Trabaja independientemente (informal);$ 1´001.000 -- $ 2,000.000;4;nescafe;rama;sello rojo;zenu;diana;converse;california;manantial;postobon;milo;;aguila;;nectar;;;cristalino;nivea;nivea;nr;pantene;gillette;nr;nr;nr;nosotras;nosotras;tanga;tennis;adidas;nr;nr;nike;converse;nr;motorola;lg;2;2;4;3;5;2;4;2;2;3;4;4;4;2;2
1269;Ciudad 2;3;45 - 54;Femenino;Viudo(a);Bachillerato;1.   Católico;Con Hijos;3;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;4;nescafe;la fina;nr;zenu;sol;nr;hit;brisa;cocacola;;tresesquinas;aguilalight;;;sellonegro;;rexona;vasenol;nr;nr;h&s;nr;tena;huggies;kotex;nosotras;nosotras;nr;pat primo;rexona;nr;chevrolet;nr;nr;nr;nokia;hewlett packard;3;2;4;5;1;2;4;4;4;1;3;4;4;1;4
1270;Ciudad 2;3;45 - 54;Femenino;Casado(a);Pregrado;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;3;colcafe;nr;sello rojo;zenu;diana;adidas;;brisa;colombiana;milo;viejodecaldas;;;nectar;chivas;;j&j;hilda strauss;nr;j&j;pantene;nr;nr;nr;nr;nosotras;nosotras;avene;fds;nivea;nr;nr;nr;nr;nr;nokia;dell;2;2;1;4;4;4;3;5;3;1;4;4;5;4;1
1271;Ciudad 2;3;45 - 54;Masculino;Casado(a);Técnico / Tecnológico;2.   Cristiano no católico;Con Hijos;2;2.   Trabaja independientemente (informal);Menos de  $ 500.000;4;nescafe;la fina;oma;suizo;sol;cualquiera;hit;manantial;;jet;bacardi;poker;;;;;lux;nivea;nivea;nr;pantene;nr;nr;nr;ob;kotex;otras;nivea;nr;nr;nr;nr;adidas;nr;nr;sony ericsson;nr;1;1;1;1;4;1;1;2;4;1;2;3;3;3;2
1272;Ciudad 2;3;45 - 54;Femenino;Separado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;4;nescafe;nr;nr;nr;corona;nr;frutiño;;;;;;;;;;palmolive;nr;nr;nr;pantene;nr;nr;nr;nr;nr;nosotras;nude;nr;avon;nr;nr;nr;nr;nr;nr;nr;3;1;5;5;4;2;3;2;2;2;2;4;2;2;3
1273;Ciudad 2;3;45 - 54;Masculino;Separado(a);Técnico / Tecnológico;6.   Otra:;Con Hijos;3;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;4;colcafe;rama;nr;zenu;sol;bossi;california;brisa;postobon;;santafe;poker;;;somethingspecial;;nr;nr;nr;nr;h&s;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;daewoo;nr;nr;sony;motorola;nr;2;2;4;2;4;4;4;4;3;3;3;4;2;2;3
1274;Ciudad 2;3;45 - 54;Masculino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;4;nr;nr;sello rojo;nr;sol;nr;;;colombiana;;;clubcolombia;;nectar;;;neko;nr;nr;neko;otras;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;siemens;nr;4;1;1;5;5;3;5;2;3;1;1;1;1;1;1
1275;Ciudad 2;3;45 - 54;Masculino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;3;2.   Trabaja independientemente (informal);Menos de  $ 500.000;7;nescafe;la fina;nr;nr;la especial;nr;hit;;postobon;;;aguilalight;;;;;rexona;nr;nr;nr;savital;nr;nr;winny;nr;nosotras;nosotras;nr;nr;balance;nr;renault;nr;nr;nr;nokia;nr;4;2;4;4;4;2;4;4;2;2;2;4;2;2;2
1276;Ciudad 2;3;45 - 54;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;1;nr;nr;sello rojo;rica;nr;nr;alpina;manantial;;;;poker;;nectar;buchannans;;j&j;ponds;nr;nr;ego;gillette;nr;nr;nr;nr;nr;sundown;arturo calle;nr;nr;hyundai;nr;arturo calle;nr;nokia;nr;1;3;3;4;4;2;5;1;3;2;2;5;1;1;2
1277;Ciudad 2;3;45 - 54;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;2.   Trabaja independientemente (informal);$ 2,001.000 -- $ 3,000.000;5;nr;la fina;nr;nr;bogotana;nr;;cristal;;;santafe;;;antioqueño;;;rexona;nr;nr;nr;nr;nr;nr;nr;nr;nr;nosotras;nr;nr;rexona;nr;nr;nr;nr;nr;nokia;nr;1;2;1;4;1;1;3;1;1;3;3;4;3;3;3
1278;Ciudad 2;3;45 - 54;Femenino;Casado(a);Pregrado;2.   Cristiano no católico;Con Hijos;2;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;4;colcafe;la fina;nr;zenu;corona;nr;hit;cristal;postobon;milo;;;;;;;rexona;ponds;avon;nr;konzil;nr;nr;nr;nr;nosotras;nosotras;nr;nr;lady speed stick;nr;nr;nr;nr;nr;nr;lg;3;2;4;5;5;2;4;3;3;2;4;2;4;4;2
