ID;Ciudad;Estrato;Edad;Sexo;Estado Civil;Educación;Religión;Hijos;N° Hijos;Ocupación;Ingresos;¿Cuántas personas viven en su casa, incluido usted?;Café instantáneo;Margarina;Café molido;Carnes frías;Chocolate en pastilla;Calzado Deportivo;Jugos;Aguaembotellada;Gaseosas;Bebidasachocolatadasinstantánea;Ron;Cervezas;Cigarrillos;Aguardiente;Whisky;Vodka;Jabones para el cuerpo;Cremas faciales;Cremas corporales;Jabones faciales;Champú;Cremas de afeitar;Pañales para adultos;Pañales para niños;Tampones;Protectores diarios;Toallas higiénicas;Protector solar;Ropa Casual;Desodorantes;Preservativos;Vehículos;Ropa Deportiva;Calzado Casual;Reproductores de Audio Portátiles (mp3/mp4);Equipos Celulares;Computadores;Siento que la publicidad ha invadido todos mis espacios;Utilizo frases de comerciales para expresarme ;Cuando hay una campaña publicitaria que me llama la atención suelo comentarlo con mis amigos;Creo que la publicidad produce una exageración en el consumo de productos;Creo que la publicidad impone modas;Hay publicidad que me ha cambiado la forma de pensar respecto a situaciones de la vida;Creo que la publicidad impone modelos de belleza ;Creo que cualquier persona puede hacer publicidad ;Suelo cantar las canciones de los comerciales;Confío en lo que las empresas prometen a través de la publicidad.;Si aparece una persona famosa en un comercial, me da más confianza el producto.;Me parece que la publicidad exagera todo.;Cuando me gusta un comercial, me intereso más por el producto que ofrece;Sólo compro productos de marcas que hacen publicidad;La publicidad colombiana no invita a comprar
2403;Ciudad 2;3;45 - 54;Masculino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;7;colcafe;nr;nr;nr;sol;nr;;;;;viejodecaldas;otras;;nectarverde;johnthomas;;nr;nr;nr;nr;nr;nr;nr;nr;nr;otras;nr;spai sons;nr;nr;nr;nr;nr;nr;nr;motorola;nr;4;3;3;4;4;3;4;4;2;2;2;4;2;3;3
2404;Ciudad 2;3;55 - 60;Femenino;Casado(a);Posgrado;1.   Católico;Con Hijos;2;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;4;nr;la fina;sello rojo;zenu;corona;nr;;;cocacola;chocolisto;;;;;;;rexona;ponds;nivea;nr;sedal;nr;nr;nr;nr;nosotras;nosotras;nr;nr;lady speed stick;nr;nr;nr;caprino;nr;nr;clones;2;2;4;5;4;2;4;4;2;3;3;4;2;2;3
2405;Ciudad 2;3;55 - 60;Masculino;Casado(a);Posgrado;1.   Católico;Con Hijos;2;1.   Trabaja dependientemente (empleado);$ 2,001.000 -- $ 3,000.000;4;sello rojo;alpina;sello rojo;nr;corona;adidas;;;;;;;;;;;protex;nr;nr;nr;h&s;nr;nr;nr;nr;nr;nr;nr;nr;arden for men;nr;renault;nr;nr;nr;movistar;clones;2;4;2;4;4;3;4;4;2;2;3;2;4;2;2
2406;Ciudad 2;3;55 - 60;Femenino;Separado(a);Primaria;1.   Católico;Con Hijos;4;2.   Trabaja independientemente (informal);Menos de  $ 500.000;3;nescafe;la fina;sello rojo;ranchera;corona;adidas;otras;cristal;manzanapostobon;milo;;;;;;;palmolive;ponds;nivea;nr;sunsilk;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;adidas;nr;nr;nr;nr;4;4;4;4;5;4;4;2;4;2;2;4;4;2;2
2407;Ciudad 2;3;61 - 70;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;3;9.   Se dedica al hogar;No poseo ingresos propios;2;nescafe;rama;sello rojo;suizo;nr;nr;;;;milo;;;;;;;palmolive;ponds;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;lebel;nr;nr;nr;nr;nr;nr;nr;5;2;4;4;4;2;4;2;4;2;2;4;2;2;2
2408;Ciudad 2;3;61 - 70;Masculino;Unión Libre;Pregrado;1.   Católico;Con Hijos;1;8.   Pensionado;$ 2,001.000 -- $ 3,000.000;3;nescafe;nr;nr;nr;corona;nr;;;cocacola;;;aguila;green;nectar;;;palmolive;nr;nr;nr;h&s;nr;nr;nr;nr;nr;nr;nr;nr;speed stick;nr;nr;nr;nr;nr;nr;nr;2;1;4;4;3;4;4;2;2;4;2;4;4;4;4
2409;Ciudad 2;3;61 - 70;Femenino;Casado(a);Pregrado;1.   Católico;Con Hijos;4;8.   Pensionado;$ 1´001.000 -- $ 2,000.000;3;colcafe;la fina;sello rojo;pietran;nr;nr;;;;;;;;;;;lux;ponds;nr;nr;pantene;nr;tena;nr;nr;nr;nr;nr;nr;nr;nr;renault;nr;nr;nr;nr;nr;3;1;4;4;4;1;5;2;4;4;1;2;3;2;2
2410;Ciudad 2;4;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;4;nescafe;la fina;sello rojo;ranchera;sol;tennis;alpina;oasis;postobon;;;;;;;;nr;nr;nr;nr;sedal;nr;nr;nr;nr;kotex;nosotras;nivea;tennis;yodora;nr;nr;tennis;adidas;nr;sony ericsson;hewlett packard;3;3;3;3;5;4;3;3;5;3;2;3;2;3;3
2411;Ciudad 2;4;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;2;oma;la buena;nr;rica;sol;nr;hit;cristal;postobon;;;aguila;;;;;lux;nr;nr;nr;anua;nr;nr;nr;nosotras;nosotras;nosotras;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;3;2;3;4;4;3;5;3;4;2;3;4;1;1;3
2412;Ciudad 2;4;13 - 16;Masculino;Soltero(a);Primaria;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;5;nr;nr;nr;nr;corona;nike;;;postobon;;;;;;;;nr;nr;nr;protex;nr;nr;nr;nr;nr;nr;nr;nr;nr;yanbal;nr;nr;nr;nr;ipod;nokia;samsung;3;4;5;3;5;4;5;5;3;3;1;5;1;1;2
2413;Ciudad 2;4;13 - 16;Femenino;Soltero(a);Bachillerato;7.   Ninguna;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;4;nescafe;la fina;sello rojo;nr;sol;otras;alpina;oasis;cocacola;chocolisto;santafe;;;nectar;;;dove;biototal;multicrem;otras;dove;nr;nr;nr;nr;nosotras;nosotras;nr;tennis;rexona;nr;mazda;nike;nike;nr;nokia;hewlett packard;1;2;3;4;2;2;2;2;3;1;1;5;2;1;3
2414;Ciudad 2;4;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;7;nr;nr;nr;nr;sol;adidas;;;;chocolisto;;;;;;;rexona;lubriderm;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;4;1;2;4;4;2;4;3;2;2;1;4;1;2;2
2415;Ciudad 2;4;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;3;nescafe;rama;nr;nr;nr;adidas;;oasis;pepsi;milo;;;;;;;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;armi;axe;nr;nr;adidas;nr;nr;motorola;nr;3;2;3;3;3;2;4;3;4;3;3;3;4;3;2
2416;Ciudad 2;4;13 - 16;Femenino;Soltero(a);Bachillerato;7.   Ninguna;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;6;nr;nr;nr;nr;nr;spring step;;oasis;cocacola;alpin;;clubcolombia;;;;;rexona;nr;nr;nr;sedal;nr;nr;nr;nr;kotex;nosotras;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;3;5;4;4;5;5;5;1;5;5;3;1;5;2;1
2417;Ciudad 2;4;13 - 16;Masculino;Soltero(a);Bachillerato;7.   Ninguna;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;2;nr;nr;nr;nr;sol;dc shoes;hit;;cocacola;;santafe;aguila;mustang;antioqueño;;;protex;nr;nr;nr;ego;nr;nr;nr;nr;nr;nr;nr;nr;avon;today;nr;nr;nr;nr;nr;nr;4;1;3;3;4;3;5;4;3;3;4;4;3;2;3
2418;Ciudad 2;4;13 - 16;Femenino;Unión Libre;Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;3;nescafe;la fina;nr;suizo;nr;converse;tampico;cristal;postobon;chocolisto;viejodecaldas;costeña;mustang;nectar;;;rexona;ponds;nr;otras;clear;nr;nr;nr;nr;nr;nosotras;nr;nr;avon;nr;chevrolet;adidas;converse;nr;nokia;dell;3;1;4;3;5;1;5;2;4;1;1;4;2;1;3
2419;Ciudad 2;4;13 - 16;Masculino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;6;nr;nr;sello rojo;nr;sol;nike;delvalle;cristal;cocacola;;;aguila;mustang;nectar;;;protex;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;today;nr;nr;nr;nr;lg;nr;4;2;5;5;4;4;4;5;3;2;2;2;2;2;1
2420;Ciudad 2;4;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;4;colcafe;nr;nr;nr;corona;adidas;soka;manantial;cocacola;chocolisto;viejodecaldas;poker;;nectarverde;;;nr;nr;nr;nr;sedal;nr;nr;nr;nr;nr;nosotras;nr;abril;esika;nr;nr;nike;converse;nr;nokia;hewlett packard;1;1;3;5;4;4;3;5;3;4;2;5;3;2;3
2421;Ciudad 2;4;13 - 16;Masculino;Soltero(a);Bachillerato;7.   Ninguna;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;6;nr;campi;sello rojo;rica;chocoline;nike;cifrut;;postobon;;santafe;aguila;mustang;nectar;;;protex;nr;nr;nr;sedal;nr;nr;nr;nr;nr;nr;nr;nr;speed stick;today;nr;adidas;nr;nr;samsung;nr;4;1;2;5;5;1;5;5;3;1;1;5;4;4;1
2422;Ciudad 2;4;17 - 24;Femenino;Unión Libre;Técnico / Tecnológico;1.   Católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;3;colcafe;la fina;nr;ranchera;sol;nike;california;;cocacola;;santafe;aguila;;;;;nr;yanbal;yanbal;nr;h&s;veet;nr;nr;nr;nr;nosotras;nr;nr;nivea;nr;nr;adidas;nr;dell;sony ericsson;dell;2;4;4;4;4;2;4;4;4;2;2;4;4;2;2
2423;Ciudad 2;4;17 - 24;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;$ 1´001.000 -- $ 2,000.000;5;colcafe;rama;nr;nr;corona;lotto;tuttifrutti;;;nesquick;viejodecaldas;aguila;belmont;antioqueño;;absolut;protex;nivea;nr;nr;sedal;gillette;nr;nr;nr;nr;nr;nivea;nr;rexona;nr;nr;adidas;adidas;ipod;nokia;hewlett packard;2;2;4;4;4;2;2;4;2;2;2;4;2;2;4
2424;Ciudad 2;4;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;2.   Trabaja independientemente (informal);Menos de  $ 500.000;1;nr;nr;sello rojo;nr;corona;puma;hit;cristal;postobon;;tresesquinas;costeña;;nectar;;;lux;avon;nr;nr;pantene;nr;nr;nr;nosotras;kotex;nosotras;nr;nr;lady speed stick;nr;nr;nr;nr;nr;nokia;nr;2;2;2;4;4;2;4;4;4;2;2;3;2;3;4
2425;Ciudad 2;4;17 - 24;Masculino;Soltero(a);Técnico / Tecnológico;6.   Otra:;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;1;colcafe;rama;nescafe;zenu;corona;converse;cifrut;brisa;cocacola;chocolisto;;poker;;;buchannans;;nr;nr;nr;nr;ego;gillette;nr;nr;nr;nr;nr;nr;diesel;rexona;duo;nr;adidas;adidas;ipod;iphone;mac;4;2;4;5;4;4;5;1;2;1;2;2;4;2;1
2426;Ciudad 2;4;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;5;colcafe;grasco;nr;nr;corona;adidas;;;postobon;;;;;;;;protex;nr;nr;nr;sedal;nr;nr;nr;nr;nr;kotex;yanbal;nr;nr;nr;nr;nr;nr;nr;alcatel;nr;2;2;5;4;5;3;4;3;3;3;3;3;4;3;3
2427;Ciudad 2;4;17 - 24;Femenino;Soltero(a);Pregrado;7.   Ninguna;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;4;nescafe;la fina;sello rojo;marcas propias supermercados;sol;puma;alpina;oasis;;milo;;aguila;;antioqueño;;absolut;lux;biototal;esika;otras;otras;nr;nr;nr;nr;nosotras;kotex;sunstop;tennis;lady speed stick;nr;nr;adidas;puma;nr;motorola;hewlett packard;4;3;2;5;5;4;5;4;5;5;4;5;5;2;2
2428;Ciudad 2;4;17 - 24;Masculino;Soltero(a);Pregrado;7.   Ninguna;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;3;nescafe;rama;sello rojo;nr;sol;nr;;;cocacola;chocolisto;;aguila;marlboro;nectar;;;palmolive;avon;avon;nr;sedal;avon;nr;nr;nr;nr;nr;sundown;nr;speed stick;nr;nr;nr;bata;nr;nokia;hewlett packard;4;4;4;4;5;4;4;3;4;4;3;4;4;2;2
2429;Ciudad 2;4;17 - 24;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;Menos de  $ 500.000;8;colcafe;nr;nr;nr;sol;nr;hit;otras;cocacola;;santafe;;;nectar;siredwards;;lux;lubriderm;nr;nr;sedal;nr;nr;nr;nr;nr;nosotras;nr;zara;nr;nr;nr;adidas;nr;nr;nr;otras;3;3;4;4;4;3;4;4;3;2;3;3;3;4;3
2430;Ciudad 2;4;17 - 24;Femenino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;5.    Estudia;$ 501.000 -- $ 1´000.000;3;nr;rama;sello rojo;zenu;sol;adidas;hit;brisa;cocacola;;santafe;aguila;;otras;;smirnoff;j&j;ponds;nr;j&j;loreal;nr;nr;nr;nr;nr;nosotras;nivea;naf naf;speed stick;today;chevrolet;nr;santorini;ipod;nokia;hewlett packard;2;2;2;2;4;2;4;4;2;4;4;3;4;4;2
2431;Ciudad 2;4;17 - 24;Masculino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;4;nescafe;la buena;nr;nr;la especial;converse;hit;cristal;cocacola;chocolisto;santafe;aguila;belmont;antioqueño;oldparr;;dorado;nr;nr;dove;clear;gillette;nr;pequeñin;nr;nr;nr;nr;tennis;axe;today;nr;adidas;converse;ipod;sony ericsson;hewlett packard;4;1;4;2;4;4;4;1;2;2;3;4;4;2;2
2432;Ciudad 2;4;25 - 34;Masculino;Unión Libre;Posgrado;1.   Católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;2;nescafe;rama;oma;zenu;chocoline;nike;;manantial;cocacola;;;aguila;;otras;;finlandia;protex;otras;nr;nr;j&j;gillette;nr;nr;nr;kotex;kotex;sundown;levis;axe;today;chevrolet;nike;adidas;ipod;nokia;compaq;3;3;2;4;4;4;4;2;2;4;2;3;3;3;1
2433;Ciudad 2;4;25 - 34;Masculino;Soltero(a);Técnico / Tecnológico;2.   Cristiano no católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 2,001.000 -- $ 3,000.000;2;nescafe;nr;nr;pietran;corona;skeachers;delvalle;brisa;cocacola;;;costeña;belmont;nectarazul;;;protex;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;otras;adidas;adidas;today;nr;nr;bossi;ipod;iphone;mac;2;2;4;4;4;2;4;2;2;2;2;4;2;2;1
2434;Ciudad 2;4;25 - 34;Masculino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;5;nr;la fina;nr;zenu;diana;adidas;alpina;oasis;postobon;;tresesquinas;corona;luckystrike;antioqueño;buchannans;absolut;protex;lubriderm;nr;protex;h&s;nr;nr;winny;nr;nr;nr;nr;arturo calle;balance;today;nr;nr;bossi;titan;nokia;compaq;3;3;5;4;4;4;4;3;3;4;3;2;2;4;3
2435;Ciudad 2;4;25 - 34;Femenino;Soltero(a);Posgrado;1.   Católico;Con Hijos;1;2.   Trabaja independientemente (informal);$ 1´001.000 -- $ 2,000.000;3;colcafe;la fina;new colony;zenu;chocoline;nike;tampico;;;;;;;;;;dove;eucerin;babaria;nr;j&j;nr;nr;nr;ob;kotex;nr;yanbal;otras;yanbal;nr;ssangyong;nike;velez;sony;samsung;samsung;5;1;4;4;5;3;5;5;5;2;4;5;4;2;1
2436;Ciudad 2;4;25 - 34;Femenino;Unión Libre;Técnico / Tecnológico;7.   Ninguna;Sin Hijos;0;6.   Estudia y trabaja;$ 501.000 -- $ 1´000.000;5;nescafe;la fina;nr;zenu;sol;nr;delvalle;;cocacola;;;;;;;;protex;ponds;nr;nr;savital;nr;nr;nr;nr;nosotras;nr;nr;nr;fa;today;nr;nr;nr;nr;lg;compaq;5;1;3;5;5;1;5;5;2;1;1;5;4;2;1
2437;Ciudad 2;4;25 - 34;Femenino;Soltero(a);Pregrado;7.   Ninguna;Sin Hijos;0;5.    Estudia;Menos de  $ 500.000;4;nescafe;rama;sello rojo;nr;sol;converse;delvalle;brisa;cocacola;milo;santafe;reds;;antioqueño;buchannans;;dove;nivea;dove;nr;h&s;nr;nr;nr;nosotras;nosotras;nosotras;sundown;zara;rexona;today;renault;nr;nr;ipod;iphone;mac;4;2;4;4;4;2;5;2;4;2;2;4;1;1;2
2438;Ciudad 2;4;35 - 44;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;2;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;3;nescafe;la fina;sello rojo;zenu;luker;nr;tuttifrutti;;cocacola;chocolisto;viejodecaldas;aguila;;;;;lux;otras;avon;j&j;sedal;nr;nr;nr;nr;nr;nosotras;nr;gef;lady speed stick;nr;nr;nr;aquiles;nr;nokia;nr;4;1;4;5;4;2;4;4;4;2;2;4;3;2;2
2439;Ciudad 2;4;35 - 44;Femenino;Casado(a);Posgrado;1.   Católico;Con Hijos;3;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;5;colcafe;la buena;sello rojo;nr;sol;nr;;;;;;;;;;;lux;nr;nr;nr;esika;nr;nr;nr;nr;nr;marcas propias supermercados;nr;nr;nr;nr;nr;nr;nr;nr;nr;otras;3;1;1;3;4;3;3;4;1;1;1;3;1;1;2
2440;Ciudad 2;4;35 - 44;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;2;3.   Empresario o Contratista;$ 501.000 -- $ 1´000.000;4;nescafe;nr;sello rojo;rica;corona;nr;alpina;cristal;spitre;;;;;;;;le sancy;nr;nr;nr;denorex;nr;nr;nr;nr;kotex;kotex;nr;nr;avon;nr;nr;nr;nr;nr;motorola;compaq;1;1;1;5;5;1;5;4;1;1;1;5;3;1;1
2441;Ciudad 2;4;35 - 44;Masculino;Unión Libre;Pregrado;2.   Cristiano no católico;Con Hijos;2;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;3;nescafe;nr;nr;zenu;sol;nike;delvalle;;cocacola;alpin;viejodecaldas;costeña;mustangazul;;oldjohn;;rexona;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;j&j;arturo calle;leche de magnesia;nr;otras;otras;corona;nr;nokia;dell;1;1;4;5;5;1;5;4;1;1;1;4;1;1;1
2442;Ciudad 2;4;35 - 44;Femenino;Casado(a);Pregrado;1.   Católico;Con Hijos;2;2.   Trabaja independientemente (informal);$ 1´001.000 -- $ 2,000.000;5;nr;rama;nr;nr;sol;nr;;;;;;;;;;;nr;nr;nr;protex;nr;nr;nr;huggies;nr;nosotras;nosotras;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;2;3;4;4;4;4;4;1;2;4;1;4;4;3;1
2443;Ciudad 2;4;35 - 44;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;3;nr;la fina;sello rojo;zenu;corona;nike;delvalle;brisa;postobon;;;poker;belmont;nectar;buchannans;;dove;ponds;nivea;nr;pantene;nr;nr;otras;nosotras;nosotras;nosotras;coppertone;nr;rexona;nr;nr;adidas;nr;nr;motorola;lg;4;1;1;4;4;2;5;2;4;3;2;4;4;2;2
2444;Ciudad 2;4;35 - 44;Femenino;Unión Libre;Bachillerato;1.   Católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;5;nescafe;rama;la bastilla;zenu;la especial;nike;;brisa;;chocolisto;santafe;;;;;;palmolive;ponds;vasenol;palmolive;elvive;nr;nr;nr;nr;stayfree;nr;nr;nr;lady speed stick;nr;nr;adidas;bossi;nr;nokia;dell;3;4;5;4;4;4;4;3;3;5;3;4;4;2;2
2445;Ciudad 2;4;45 - 54;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;2.   Trabaja independientemente (informal);$ 1´001.000 -- $ 2,000.000;3;nescafe;rama;sello rojo;zenu;luker;arturo calle;;;;chocolisto;;poker;;;;;cristalino;nr;nr;nr;h&s;gillette;nr;nr;nr;nr;nr;sundown;arturo calle;speed stick;nr;nr;adidas;arturo calle;nr;nokia;nr;3;1;4;5;4;2;4;4;4;1;2;4;2;2;1
2446;Ciudad 2;4;45 - 54;Masculino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;2;3.   Empresario o Contratista;Menos de  $ 500.000;3;nr;campi;aguila roja;otras;sol;nr;cifrut;oasis;postobon;chocolisto;;;mustang;antioqueño;siredwards;;j&j;nr;nr;nr;nr;nr;nr;huggies;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nokia;otras;4;2;4;4;5;2;4;4;3;2;4;4;4;1;2
2447;Ciudad 2;4;45 - 54;Masculino;Casado(a);Bachillerato;1.   Católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;1;colcafe;la fina;sello rojo;nr;luker;nr;;;;;viejodecaldas;poker;;antioqueño;;;protex;nr;nr;nr;h&s;nr;nr;nr;nr;nr;nr;nr;nr;otras;nr;nr;nr;nr;nr;nokia;nr;4;2;2;4;4;2;4;4;4;2;2;4;2;2;4
2448;Ciudad 2;4;45 - 54;Femenino;Separado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;2;7.   Busca empleo;No poseo ingresos propios;4;nr;rama;sello rojo;zenu;la especial;adidas;hit;;cocacola;;santafe;costeña;;;buchannans;absolut;j&j;ponds;j&j;j&j;sedal;gillette;nr;nr;nr;carefree;nosotras;sundown;naf naf;speed stick;nr;chevrolet;nr;nr;ipod;nokia;compaq;2;2;4;4;4;2;4;2;2;4;4;2;5;4;1
2449;Ciudad 2;4;45 - 54;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;3.   Empresario o Contratista;$ 501.000 -- $ 1´000.000;5;nr;la fina;nr;nr;corona;nr;soka;cristal;cocacola;;;;;;;;protex;nr;nr;nr;denorex;nr;nr;nr;nr;nr;nr;nr;nr;balance;nr;nr;nr;nr;nr;samsung;nr;5;1;1;5;5;1;5;5;4;1;1;5;1;1;1
2450;Ciudad 2;4;45 - 54;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;3;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;8;nr;la fina;sello rojo;zenu;corona;nr;alpina;oasis;postobon;;;;;;;;palmolive;avon;avon;nr;ego;nr;nr;pequeñin;nr;nosotras;nosotras;nr;nr;avon;nr;nr;nr;nr;nr;samsung;nr;2;1;1;1;3;1;3;3;3;1;1;3;1;1;3
2451;Ciudad 2;4;45 - 54;Masculino;Soltero(a);Pregrado;1.   Católico;Con Hijos;3;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;5;marcas propias supermercados;la buena;marcas propias supermercados;marcas propias supermercados;marcas propias supermercados;nr;delvalle;oasis;cocacola;chocolisto;;aguila;;nectar;;;marcas propias supermercados;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;chevrolet;nr;smith;nr;nr;compaq;2;2;2;4;5;4;4;2;2;4;2;3;2;2;2
2452;Ciudad 2;4;45 - 54;Femenino;Casado(a);Posgrado;1.   Católico;Con Hijos;3;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;9;aguila roja;la fina;aguila roja;marcas propias supermercados;corona;nr;;oasis;bigcola;;viejodecaldas;polar;;taparoja;;;neko;nivea;yanbal;avon;avon;avon;nr;winny;nr;nosotras;nosotras;yanbal;otras;avon;nr;renault;nr;nr;nr;comcel;samsung;2;3;4;3;3;4;3;2;4;4;4;2;4;2;2
2453;Ciudad 2;4;45 - 54;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;2.   Trabaja independientemente (informal);Menos de  $ 500.000;4;sello rojo;campi;nr;zenu;corona;otras;delvalle;cristal;postobon;chocolisto;viejodecaldas;poker;;nectar;buchannans;;j&j;nr;nivea;nr;maria salome;nr;nr;nr;ob;nosotras;kotex;nr;nr;lady speed stick;nr;nr;nr;nr;nr;lg;nr;4;2;2;4;4;4;2;3;4;4;3;4;2;2;3
2454;Ciudad 2;4;55 - 60;Masculino;Separado(a);Bachillerato;1.   Católico;Con Hijos;1;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;3;nescafe;nr;nr;nr;corona;nr;;brisa;;milo;;;;antioqueño;;;protex;nr;nr;nr;h&s;nr;nr;nr;nr;nr;nr;nr;nr;speed stick;today;nr;nr;nr;nr;nokia;nr;4;1;4;4;4;2;4;2;2;2;4;4;2;2;2
2455;Ciudad 2;4;61 - 70;Masculino;Casado(a);Posgrado;1.   Católico;Con Hijos;2;8.   Pensionado;$ 1´001.000 -- $ 2,000.000;2;nr;nr;sello rojo;nr;corona;nr;;;;;;aguila;;;johnniewalker;;palmolive;ponds;ponds;palmolive;h&s;otras;nr;nr;nr;nr;nr;nr;lec lee;nr;nr;mazda;otras;nr;nr;nokia;nr;4;2;2;4;4;2;4;4;2;2;2;4;2;2;2
2456;Ciudad 2;4;61 - 70;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;2;9.   Se dedica al hogar;Menos de  $ 500.000;2;colcafe;la fina;sello rojo;zenu;la especial;nr;hit;cristal;;milo;;;;;;;dove;otras;vasenol;j&j;dove;nr;nr;nr;nr;nosotras;nr;tanga;nr;yarley;nr;nr;nr;nr;nr;nr;accer;4;1;2;4;2;1;3;1;1;1;3;4;1;2;3
2457;Ciudad 2;5;13 - 16;Masculino;Soltero(a);Primaria;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;8;nr;nr;nr;nr;nr;nr;;;postobon;;;;;;;;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;3;3;3;4;4;3;4;4;3;3;4;3;2;2;3
2458;Ciudad 2;5;25 - 34;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;4;nr;nr;nr;nr;corona;nr;;;postobon;;;;;;;;nr;nr;nr;nr;sedal;nr;nr;nr;nr;nr;nosotras;nr;nr;rexona;nr;nr;nr;nr;nr;nr;nr;3;1;1;3;4;1;5;2;2;3;4;4;4;4;3
